round,pickRound,pickNumber,PickValue,MlbRank,SigningBonus,MlbID,PlayerFirst,PlayerLast,UseName,MiddleName,BirthDate,PrimaryPosition,HomeCity,HomeState,HomeCountry,BirthCity,BirthState,BirthCountry,SchoolName,SchoolClass,SchoolCountry,SchoolState,Height,Weight,BatSide,PitchSide,DraftedTeam,MlbVideo,MlbBlurb
24,16,723,,,$0.00,666906,Jacob,Alu,Jake,,1997-04-06,3B,CHESTNUT HILL,Massachusetts,USA,Hamilton,NJ,USA,Boston College,4YR SR,USA,MA,70,175,L,R,Washington Nationals,,
24,17,724,,,$0.00,690736,Trey,McGough,,Scott,1998-03-29,LHP,JOHNSTOWN,Pennsylvania,USA,,,,Mount St. Mary's University,4YR JR,USA,MD,75,195,L,L,Pittsburgh Pirates,,
24,18,725,,,$0.00,687904,William,Guay,Will,Paul,1997-05-30,RHP,PALM BEACH GARDENS,Florida,USA,Palm Beach Gardens,FL,USA,Concord U,4YR SR,USA,WV,76,220,R,R,St. Louis Cardinals,,
24,19,726,,,$0.00,663843,Kipp,Rollings,Kipp,S.,1996-09-13,P,KERSHAW,South Carolina,USA,Kershaw,SC,USA,North Greenville University,4YR SR,USA,SC,74,188,R,R,Seattle Mariners,,
24,20,727,,,$0.00,668787,Brycelin,Ball,Bryce,Steven,1998-07-08,1B,MASON CITY,Iowa,USA,Mason City,IA,USA,Dallas Baptist,4YR JR,USA,TX,78,235,L,R,Atlanta Braves,,
24,21,728,,,$0.00,682189,Duke,Kinamon,Duke,Charles,1996-09-04,SS,PEACHTREE CITY,Georgia,USA,Fairfield,CA,USA,Stanford,4YR SR,USA,CA,71,185,R,R,Tampa Bay Rays,,
24,22,729,,,$0.00,675917,Jordan,Spicer,Jordan,Michael,1997-06-05,P,HOLLYWOOD,Florida,USA,Hollywood,FL,USA,Central Florida,4YR SR,USA,FL,75,210,R,R,Colorado Rockies,,
24,23,730,,,$0.00,676513,Joab,Gonzalez,Joab,Darrel,1999-12-02,SS,COLUMBIA,South Carolina,USA,Arecibo,,Puerto Rico,New Mexico JC,JC J2,USA,NM,71,175,R,R,Cleveland Indians,,
24,24,731,,,$0.00,690822,Chet,Allison,,Bryan,1999-04-30,CF,CLOVIS,California,USA,,,,Fresno CC,JC J2,USA,CA,74,215,R,R,Los Angeles Dodgers,,
24,25,732,,,$0.00,656282,Grayson,Byrd,Grayson,Elijah,1996-06-16,IF,ALPHARETTA,Georgia,USA,Queens,NY,USA,Clemson,4YR 5S,USA,SC,75,205,L,R,Chicago Cubs,,
24,26,733,,,$0.00,686958,Jose,Torres,Jose,David,1999-09-28,SS,TOWSON,Maryland,USA,Guayubin,,Dominican Republic,Calvert Hall College HS,HS SR,USA,MD,72,160,R,R,Milwaukee Brewers,,
24,27,734,,,$0.00,687840,Trayson,Kubo,Trayson,Cal Chikara,1997-09-26,RHP,WAIPAHU,Hawaii,USA,Waipahu,HI,USA,Stephen F. Austin,4YR SR,USA,TX,72,180,R,R,Oakland Athletics,,
24,28,735,,,$0.00,663787,Jake,Pries,Jake,Michael,1996-10-11,LF,LOS ANGELES,California,USA,Newport Beach,CA,USA,UCLA,4YR SR,USA,CA,76,226,R,R,New York Yankees,,
24,29,736,,,$0.00,663847,Preston,Pavlica,Preston,Thomas,1996-09-12,CF,LAS VEGAS,Nevada,USA,Las Vegas,NV,USA,Grand Canyon University,4YR SR,USA,AZ,73,210,R,R,Houston Astros,,
24,30,737,,,$0.00,677014,Dean,Miller,Dean,Howard,1997-01-30,CF,MORENO VALLEY,California,USA,Riverside,CA,USA,University of California - Riverside,4YR SR,USA,CA,74,235,R,R,Boston Red Sox,,
25,1,738,,,$0.00,686594,Garrett,Farmer,Garrett,Dale,1997-05-14,P,HUNTSVILLE,Alabama,USA,Huntsville,AL,USA,Jacksonville State,4YR SR,USA,AL,71,185,R,R,Baltimore Orioles,,
25,2,739,,,$0.00,690527,Joshua,Broughton,Josh,Caleb,1997-07-22,P,CALLAHAN,Florida,USA,Jacksonville,FL,USA,Valdosta State University,4YR SR,USA,GA,75,175,R,R,Kansas City Royals,,
25,3,740,,,$0.00,656279,Hansen,Butler,Hansen,Raleigh,1995-10-30,P,CHAPEL HILL,North Carolina,USA,High Point,NC,USA,North Carolina,4YR 5S,USA,NC,71,180,R,R,Chicago White Sox,,
25,4,741,,,$0.00,687499,John,Strunc,Jack,Robert,1996-06-26,SS,LITTLETON,Colorado,USA,Littleton,CO,USA,Creighton,4YR 5S,USA,NE,72,190,R,R,Miami Marlins,,
25,5,742,,,$0.00,688529,Josh,Coburn,,Lynn,1998-06-03,LHP,ALAMO,Tennessee,USA,,,,Kennesaw State,4YR JR,USA,GA,77,195,L,L,Detroit Tigers,,
25,6,743,,,$0.00,687872,Blake,Baker,Blake,Edward,1999-01-10,RHP,CLERMONT,Florida,USA,Clermont,FL,USA,Miami Dade CC Kendall,JC J2,USA,FL,75,195,R,R,San Diego Padres,,
25,7,744,,,$0.00,688299,Yamil,Nieves,,Thiacin,2001-07-13,C,SANTA ISABEL,,PR,,,,Puerto Rico Baseball Academy,HS SR,PR,,72,190,R,R,Cincinnati Reds,,
25,8,745,,,$0.00,678190,Rafael,Pelletier,Rafael Xavier,Xavier,2001-11-28,C,Mascouche Extremities,,CAN,Repentigny,QC,Canada,Edouard Montpetit HS,HS SR,CAN,QC,71,160,L,R,Texas Rangers,,
25,9,746,,,$0.00,687978,Richard,Rodriguez,Richard D.,Danel,2000-07-10,2B,PENUELAS,,PR,Ponce,,Puerto Rico,Pro Baseball HS & Academy,HS JR,PR,,72,165,R,R,San Francisco Giants,,
25,10,747,,149,$0.00,687039,Nathaniel,LaRue,Nate,Lee,2001-07-27,P,MOBILE,Alabama,USA,Mobile,AL,USA,McGill-Toolen HS,HS SR,USA,AL,75,205,R,R,Toronto Blue Jays,https://atmlb.com/2EDeSQ4,"Though Mobile (Ala.) Christian High's Ethan Hearn could be the first prep catcher selected in 2019, there are scouts who believe he's not the best in his own city. They prefer LaRue's superior athleticism and think he'll be a better hitter and receiver. There also are evaluators who wonder if LaRue might have a future on the mound, where he shows a low-90s fastball and closed out the clinching game as McGill-Toolen Catholic won its first state 7-A title in May. A former outfielder who's more athletic than most catchers, LaRue moves well behind the plate. He's already an average receiver and should continue to improve as he gains more experience. He has a solid, accurate arm that could play as plus if he can learn to quicken his release. LaRue's proponents like his relatively compact right-handed swing and his willingness to use the opposite field, though some scouts wonder if he'll make regular contact against more advanced pitching. The Auburn recruit has solid raw power and lets it come naturally rather than worrying about home runs. He has close to average speed but will slow down as he matures physically and spends more time behind the plate."
25,11,748,,181,$0.00,683087,Joseph,Charles,Joseph,Graham,2000-04-05,P,KISSIMMEE,Florida,USA,Daytona Beach,FL,USA,TNXL Academy,HS SR,USA,FL,75,190,R,R,New York Mets,https://atmlb.com/30Zla6e,"TNXL Academy was founded in 2014 in the greater Orlando area in the hopes to create a place for high school players to take their games to the next level. It's had four players drafted in the past two years, but only one -- Ryan Dease a fourth-rounder in 2017 -- taken in the top 10 rounds. Charles left The First Academy for TNXL this season and could very well be the next, though a commitment to North Carolina could stand in the way. Based solely on arm strength, Charles deserves to be much higher on this list. He's up to 96-97 mph consistently with his fastball and there could be more in the tank with some tweaks to his delivery, though his four-seamer is fairly straight. There's some violence to his delivery, with a short arm action, that impacts his ability to command his heater and his secondary stuff. He throws a power curve which sometimes gets slurvy and morphs into his slider, with some scouts thinking the slider would be a better option given his arm action. He does have a changeup, which can be effective at times, but he never needs to throw it and needs development. Because of his power stuff, delivery and lack of command, some see Charles as a future reliever, which is a bit of a tough profile for a high schooler. That and what might be a high price tag to keep him from being a Tar Heel could send him to college in the fall."
25,12,749,,,$0.00,656497,Nathaniel,Hadley,Nate,Myles,1995-12-07,P,ENCINO,California,USA,Santa Monica,CA,USA,UCLA,4YR 5S,USA,CA,71,182,R,R,Minnesota Twins,,
25,13,750,,,$0.00,670142,James,Sara,Jamie,William,1998-04-17,P,WILLIAMSBURG,Virginia,USA,Alexandria,VA,USA,College of William & Mary,4YR JR,USA,VA,75,200,R,R,Philadelphia Phillies,,
25,14,751,,,$0.00,688226,Anthony,Mulrine,,Louis,1998-03-30,C,Davie,Florida,USA,,,,Samford University,4YR JR,USA,AL,73,205,R,R,Los Angeles Angels,,
25,15,752,,,$0.00,688109,Carson,Maxwell,,James,1997-06-30,3B,HOUSTON,Texas,USA,,,,McNeese State,4YR SR,USA,LA,76,215,R,R,Arizona Diamondbacks,,
25,16,753,,,$0.00,665153,Parker,Quinn,Parker,,1996-07-19,1B,HEMPSTEAD,New York,USA,Jupiter,FL,USA,Hofstra,4YR SR,USA,NY,76,195,R,R,Washington Nationals,,
25,17,754,,,$0.00,689061,Ethan,Goforth,,Michael,1997-06-25,C,JEFFERSON CITY,Tennessee,USA,,,,Carson-Newman College,4YR SR,USA,TN,70,190,R,R,Pittsburgh Pirates,,
25,18,755,,115,$0.00,686934,Alexander,McFarlane,Alexander,Jeffrey,2001-06-09,P,ST THOMAS,US Virgin Islands,USA,St. Thomas,VI,USA,Habersham Central School,HS SR,USA,GA,75,175,R,R,St. Louis Cardinals,https://atmlb.com/2I6x857,"McFarlane might have surpassed Akeel Morris (Mets, 10th round, 2010) as the highest pick ever directly out of the Virgin Islands if he hadn't moved to Georgia for his high school senior season. The son of a 1988 Olympics taekwondo participant (Tami Noel) and a former sprinter (Roy McFarlane), he may have the best chance to remain a starter among the Peach State's best prep arms this spring. He's also strongly committed to Miami, so he could slide out of the top five rounds. Projectable and athletic, McFarlane could have two plus pitches once he matures physically. He can reach 95 mph early in games and sit at 90-93 with riding action for stretches, though his velocity faded a bit as the Draft approached. He gets good break on his upper-70s slider, which should be a more dynamic offering once it adds more power. McFarlane already shows the ability to throw his changeup for strikes. He has a fairly clean delivery, which allows him to repeat it well but doesn't provide much deception. He could have the upside of a No. 3 starter once he gets stronger."
25,19,756,,,$0.00,670381,Alfredo,Villarreal,Fred,,1998-04-07,P,BROWNSVILLE,Texas,USA,Brownsville,TX,USA,Houston,4YR JR,USA,TX,71,187,R,R,Seattle Mariners,,
25,20,757,,,$0.00,676370,Chadwick,Bryant,Chad,Scott,1999-08-03,P,THOMASVILLE,Alabama,USA,Grove Hill,AL,USA,Pensacola State College,JC J2,USA,FL,72,210,R,R,Atlanta Braves,,
25,21,758,,,$0.00,687997,Garrett,Hiott,Garrett,Earl,1997-07-07,CF,DEERFIELD BEACH,Florida,USA,Margate,FL,USA,Eckerd College,4YR SR,USA,FL,71,175,L,R,Tampa Bay Rays,,
25,22,759,,,$0.00,667669,Terry,James,Keegan,Keegan,1997-04-01,P,SOUTHAVEN,Mississippi,USA,Germantown,TN,USA,Mississippi State,4YR JR,USA,MS,75,214,R,R,Colorado Rockies,,"The righty reliever from Mississippi State usually sits in the low 90s with his fastball but can pump it up to 94. He has a solid breaking ball as well, making him an effective relief option."
25,23,760,,,$0.00,675564,Eric,Mock,Eric,Christopher,1996-07-12,P,READING,Pennsylvania,USA,Reading,PA,USA,Penn State,4YR SR,USA,PA,74,220,R,R,Cleveland Indians,,
25,24,761,,,$0.00,676356,Jonathan,Deluca,Jonny,Davis,1998-07-10,OF,AGOURA HILLS,California,USA,Thousand Oaks,CA,USA,Oregon,4YR SO,USA,OR,71,196,S,R,Los Angeles Dodgers,,
25,25,762,,,$0.00,667441,Zachary,Taylor,Zac,David,1995-10-01,OF,DOWNERS GROVE,Illinois,USA,Downers Grove,IL,USA,University of Illinois,4YR 5S,USA,IL,73,185,R,R,Chicago Cubs,,"Taylor thrived in his redshirt senior year at Illinois and after struggling with the bat last season found his stroke in 2019. Taylor continued to tap into his powers hitting double-digit home runs (10) for the second consecutive season. With slightly above average speed and natural raw power, Taylor has a chance to stay in center field as a pro, but with the offensive profile would fit in right field."
25,26,763,,,$0.00,688024,Daniel,Wirchansky,Dan,Joseph,1997-07-02,LHP,STONY POINT,New York,USA,Valhalla,NY,USA,Pace University,4YR SR,USA,NY,73,200,L,L,Milwaukee Brewers,,
25,27,764,,,$0.00,669649,Tyler,Duvall,Ty,Nolan,1997-07-11,C,LEBANON,Ohio,USA,Cincinnati,OH,USA,Vanderbilt,4YR JR,USA,TN,70,185,L,R,Oakland Athletics,,
25,28,765,,,$0.00,687493,Luke,Brown,Luke,Thomas,1999-03-12,CF,BOWLING GREEN,Kentucky,USA,Bowling Green,KY,USA,John A. Logan College,JC J2,USA,IL,71,190,L,R,New York Yankees,,
25,29,766,,,$0.00,668934,Edward,Reese,E.P.,Paul,1998-03-04,CF,LEXINGTON,North Carolina,USA,,,,Winston-Salem State University,4YR JR,USA,NC,70,175,L,R,Houston Astros,,
25,30,767,,,$0.00,689302,Karson,Simas,,William,2001-06-02,SS,FRESNO,California,USA,,,,Clovis West HS,HS SR,USA,CA,78,175,R,R,Boston Red Sox,,
26,1,768,,,$0.00,688516,Nick,Roth,,Paul,1996-08-28,RHP,HENRICO,Virginia,USA,,,,Randolph-Macon Col,4YR SR,USA,VA,70,175,R,R,Baltimore Orioles,,
26,2,769,,,$0.00,686578,John,Charleston,Jay,Burke,1998-04-20,2B,ALPHARETTA,Georgia,USA,Atlanta,GA,USA,Tennessee,4YR JR,USA,TN,70,170,R,R,Kansas City Royals,,
26,3,770,,,$0.00,676312,Justin,Friedman,Justin,Mitchell,1997-07-15,P,EASTON,Pennsylvania,USA,Philipsburg,NJ,USA,Hope International U,4YR SR,USA,CA,74,200,R,R,Chicago White Sox,,
26,4,771,,,$0.00,666140,Brandon,McIlwain,Brandon,Fitzgerald,1998-05-31,CF,BERKELEY,California,USA,Newtown,PA,USA,California,4YR SR,USA,CA,73,195,R,R,Miami Marlins,,
26,5,772,,,$0.00,686839,Brendan,White,Brendan,James,1998-11-18,P,MAHOPAC,New York,USA,White Plains,NY,USA,Siena College,4YR JR,USA,NY,71,185,R,R,Detroit Tigers,,
26,6,773,,,$0.00,686522,Pierce,Jones,Pierce,Cameron,2001-06-15,CF,CHICAGO,Illinois,USA,Chicago,IL,USA,Marian Catholic HS,HS SR,USA,IL,73,185,R,R,San Diego Padres,,
26,7,774,,,$0.00,687331,Quincy,McAfee,Quincy,Isaiah,1997-09-16,SS,KATY,Texas,USA,San Diego,CA,USA,Pepperdine University,4YR JR,USA,CA,71,185,R,R,Cincinnati Reds,,
26,8,775,,,$0.00,676835,Corey,Stone,Corey,Edward,1998-12-27,P,PROSPERITY,South Carolina,USA,Columbia,SC,USA,Walters State CC,JC J2,USA,TN,74,195,L,L,Texas Rangers,,
26,9,776,,,$0.00,687014,Nicholas,Avila,Nick,Paul,1997-07-25,P,TURLOCK,California,USA,Modesto,CA,USA,Long Beach State,4YR SR,USA,CA,76,195,R,R,San Francisco Giants,,
26,10,777,,,$0.00,683330,Jean-Christophe,Masson,Jean-Christophe,,2002-08-22,OF,Saint-Nicolas,,CAN,Levis,QC,Canada,Cardinal Roy SS,HS SR,CAN,QC,75,193,L,R,Toronto Blue Jays,,
26,11,778,,,$0.00,686782,Mitchell,Senger,Mitchell,Peyton,1998-01-13,P,BOCA RATON,Florida,USA,Boca Raton,FL,USA,Stetson University,4YR JR,USA,FL,79,240,L,L,New York Mets,,
26,12,779,,,$0.00,687545,Blake,Robertson,Blake,Owen William,2001-05-19,3B,EDMOND,Oklahoma,USA,San Antonio,TX,USA,Edmond Santa Fe HS,HS SR,USA,OK,77,200,L,R,Minnesota Twins,,"Robertson, a third baseman at Edmond Santa Fe (Okla.) High School, knows how to barrel up the baseball. He has very good hand-eye coordination in the batter's box, though his bat speed will need to improve moving forward. Robertson has average speed at the hot corner. He's committed to play at Oklahoma State."
26,13,780,,,$0.00,679766,Hunter,Hearn,Hunter,Wade,1996-10-30,CF,HUNTSVILLE,Texas,USA,Crosby,TX,USA,Sam Houston State,4YR SR,USA,TX,74,205,R,R,Philadelphia Phillies,,
26,14,781,,,$0.00,663739,Kyle,Molnar,Kyle,Steven,1996-11-14,P,LOS ANGELES,California,USA,Upland,CA,USA,UCLA,4YR SR,USA,CA,75,211,R,R,Los Angeles Angels,,
26,15,782,,,$0.00,677349,Seth,Tomczak,Seth,Gracen,2000-07-06,P,IONE,California,USA,Sacramento,CA,USA,Argonaut HS,HS SR,USA,CA,76,180,L,R,Arizona Diamondbacks,https://atmlb.com/2wzSzXc,
26,16,783,,,$0.00,687961,Deangelo,Hart,Dupree,Dupree,1996-11-07,2B,ROCK HILL,South Carolina,USA,Rock Hill,SC,USA,College of Charleston,4YR SR,USA,SC,67,170,R,R,Washington Nationals,,
26,17,784,,,$0.00,689364,Ryan,Troutman,,O?Neal,1996-12-25,RHP,SAINT GEORGE,South Carolina,USA,,,,Lander University,4YR SR,USA,SC,73,205,R,R,Pittsburgh Pirates,,
26,18,785,,,$0.00,680791,Jeremy,Randolph,Jeremy,Keith,1995-10-02,P,MIAMISBURG,Ohio,USA,Dayton,OH,USA,Alabama,4YR 5S,USA,AL,71,210,R,R,St. Louis Cardinals,,
26,19,786,,,$0.00,688534,Garrett,Westberg,,David,1997-02-24,RHP,OVIEDO,Florida,USA,,,,Central Florida,4YR SR,USA,FL,74,210,R,R,Seattle Mariners,,
26,20,787,,,$0.00,674648,Riley,King,Riley,Bennett,1997-10-17,3B,LAWRENCEVILLE,Georgia,USA,Lawrenceville,GA,USA,Georgia,4YR JR,USA,GA,72,186,R,R,Atlanta Braves,,"The redshirt sophomore at Georgia has emerged as a key player for a Bulldogs team that earned a No. 4 national seed and an NCAA Regional host bid, entering the tournament hitting .295 with eight homers on the season. A 6-foot, 195-pound right-handed hitter, King has a quick bat and above-average speed. He can play both the outfield and third base. At third, he's a good defender, and he would have been playing there consistently if Georgia didn't have one of the best third basemen in the country in Aaron Schunk. Even though he doesn't have a long track record right field, King has shown a solid arm and played the position well."
26,21,788,,,$0.00,668878,Robert,Peto,Robbie,Andrew,1998-07-10,P,MONROE TOWNSHIP,New Jersey,USA,New Brunswick,NJ,USA,Stetson University,4YR JR,USA,FL,76,215,R,R,Tampa Bay Rays,,
26,22,789,,,$0.00,686537,Luke,Chevalier,Luke,Roland,1996-03-01,P,SIOUX FALLS,South Dakota,USA,Sioux Falls,SD,USA,Northern St U,4YR 5S,USA,SD,73,200,R,R,Colorado Rockies,,
26,23,790,,,$0.00,682993,Julio,Sanchez,Armani,Armani,2001-02-09,SS,HOUSTON,Texas,USA,Houston,TX,USA,Ronald Reagan HS,HS SR,USA,TX,74,175,R,R,Cleveland Indians,https://atmlb.com/2KkeU2Z,
26,24,791,,,$0.00,687438,Mark,Mixon,Mark,,1997-05-22,P,JACKSONVILLE,Florida,USA,Jacksonville,FL,USA,Miami,4YR JR,USA,FL,74,180,R,R,Los Angeles Dodgers,,
26,25,792,,,$0.00,670259,Jacob,Olson,Jacob,Palmer,1997-05-21,IF,MONROE,Georgia,USA,Snellville,GA,USA,South Carolina,4YR SR,USA,SC,72,200,R,R,Chicago Cubs,,"Originally selected in the 39th round of the 2016 Draft, Olson instead chose to attend West Georgia Tech Junior College. After being named to the Georgia Collegiate Athletic Association All-Region First Team in his freshman season, Olson transferred to South Carolina for the remainder of his college career. Olson plays an average third base, with a strong arm and physical build. He also brings some raw pop to the plate."
26,26,793,,,$0.00,668876,Zachary,Humphreys,Zach,Ryan,1997-10-09,C,DESOTO,Texas,USA,Dallas,TX,USA,TCU,4YR JR,USA,TX,70,190,R,R,Milwaukee Brewers,,
26,27,794,,,$0.00,669687,Elvis,Peralta,Elvis,,1996-12-07,SS,LAWRENCE,Massachusetts,USA,,,,Marshall,4YR SR,USA,WV,69,160,L,R,Oakland Athletics,,
26,28,795,,,$0.00,688664,Ryan,Brown,,Douglas,2000-11-02,RHP,SALEM,Oregon,USA,,,,South Salem HS,HS SR,USA,OR,74,300,R,R,New York Yankees,,
26,29,796,,,$0.00,687453,Steven,Casey,Chandler,Chandler,1996-05-30,P,WOLFFORTH,Texas,USA,Lubbock,TX,USA,Lubbock Christian,4YR SR,USA,TX,74,195,R,R,Houston Astros,,
26,30,797,,,$0.00,687888,Brandon,Walter,Brandon,Lee,1996-09-08,LHP,NEW CASTLE,Delaware,USA,New Castle,DE,USA,University of Delaware,4YR SR,USA,DE,74,200,L,L,Boston Red Sox,,
27,1,798,,,$0.00,687710,Dillon,McCollough,Dillon,David,1996-06-10,P,SAINT PETERSBURG,Florida,USA,Altamonte Springs,FL,USA,Eckerd College,4YR SR,USA,FL,72,205,R,L,Baltimore Orioles,,
27,2,799,,,$0.00,687460,Zackarie,Phillips,Zack,Jordan,1998-07-11,P,TEXARKANA,Arkansas,USA,Texarkana,TX,USA,Ole Miss,4YR JR,USA,MS,72,170,L,L,Kansas City Royals,,"Phillips flourished in junior college before joining Ole Miss, going10-1 as a starter with a 2.70 ERA en route to earning 1st team All-Conference and 1st team All-Region honors. He hasn't had the same level of success this year at Ole Miss, but his ability to pitch backwards and throw strikes has him poised for success going forward. The lefty's fastball typically tops out around 92 and is balanced by a good changeup."
27,3,800,,,$0.00,677068,Tyler,Osik,Tyler,,1996-11-15,1B,SHOREHAM,New York,USA,Shoreham,NY,USA,Central Florida,4YR 5S,USA,FL,70,203,R,R,Chicago White Sox,,
27,4,801,,,$0.00,689691,Casey,Combs,,Patrick,1996-07-29,C,SOUTHLAKE,Texas,USA,,,,East Texas Baptist U,4YR SR,USA,TX,86,195,R,R,Miami Marlins,,
27,5,802,,,$0.00,689225,Beau,Brieske,,,1998-04-05,RHP,CHANDLER,Arizona,USA,,,,Colorado St U Pueblo,4YR JR,USA,CO,75,200,R,R,Detroit Tigers,,
27,6,803,,,$0.00,685117,Tyler,Malone,Tyler,Jacob,1997-11-04,C,ROSEVILLE,California,USA,Roseville,CA,USA,Oregon State,4YR JR,USA,OR,71,190,L,R,San Diego Padres,,
27,7,804,,,$0.00,669678,Matthew,Gill,Matt,Loughner,1998-04-22,P,SIMSBURY,Connecticut,USA,Simsbury,CT,USA,Boston College,4YR JR,USA,MA,77,240,L,R,Cincinnati Reds,,
27,8,805,,,$0.00,674007,Mason,Cole,Mason,Clay,1997-12-04,P,COLLEGE STATION,Texas,USA,Houston,TX,USA,Texas A&M,4YR JR,USA,TX,78,200,R,R,Texas Rangers,,
27,9,806,,,$0.00,687537,Connor,Beichler,Connor,Michael,2000-06-29,SS,OWASSO,Oklahoma,USA,Tulsa,OK,USA,Owasso HS,HS SR,USA,OK,70,165,S,R,San Francisco Giants,,
27,10,807,,,$0.00,684967,Roel,Garcia,Roel,,1998-11-21,P,DEER PARK,Texas,USA,Clear Lake,TX,USA,Rice,4YR JR,USA,TX,76,240,R,R,Toronto Blue Jays,,
27,11,808,,150,$0.00,687096,Dalton,Fowler,Dalton,Cole,2000-01-07,P,SOUTHAVEN,Mississippi,USA,Southaven,MS,USA,Northwest Mississippi CC,JC J2,USA,MS,77,190,L,L,New York Mets,https://atmlb.com/2MfgrtQ,"In 2012, a Northwest Mississippi CC southpaw rode a surge of velocity into the second round of the Draft. History is repeating itself this year, and while he may not go quite as high as Cody Reed did, Fowler has a better breaking ball at the same stage. He has backed out of a commitment to Mississippi, so he'll return to the Rangers for his sophomore season if he doesn't turn pro. Fowler had a low-80s fastball as a Tennessee high school junior in 2017 and improved to the mid-80s as a senior before jumping to 90-93 mph at times as a junior college freshman. There were games when he operated more in the upper 80s, but he's still growing into his lanky 6-foot-5 frame and could sit in the mid-90s with sink once he's fully developed. He also shows an affinity for spinning a curveball, though he sometimes has trouble staying on top of it because he employs a lower-three-quarters arm slot. Fowler also displays some feel for a changeup, giving him the potential for a nice three-pitch mix. He's still figuring out how to keep his long arms and legs in sync in his delivery, and he has trouble finding the strike zone when he can't. He needs a lot of polish but has more upside than most left-handers in this Draft."
27,12,809,,,$0.00,687505,Parker,Phillips,Parker,Ray Mathis,1997-02-20,1B,CLARKSVILLE,Tennessee,USA,Clarksville,TN,USA,Austin Peay,4YR SR,USA,TN,77,240,R,R,Minnesota Twins,,
27,13,810,,,$0.00,686670,Tyler,Adams,Tyler,,1998-03-17,P,INDIANA,Pennsylvania,USA,Johnstown,PA,USA,Indiana University of Pennsylvania,4YR JR,USA,PA,73,203,L,L,Philadelphia Phillies,,
27,14,811,,,$0.00,668719,Kenyon,Yovan,Kenyon,Jacob,1997-12-28,P,EUGENE,Oregon,USA,Portland,OR,USA,Oregon,4YR JR,USA,OR,74,222,R,R,Los Angeles Angels,,"Yovan came into the season with a lot of hype after strong performances in the Cape Cod League and Team USA. Despite the excitement, Yovan suffered a hand injury that cost him the entire 2019 season. After starting as primarily a reliever as, Yovan split time between the starting rotation and the bullpen last season and had success in both roles. The former two-way player has four adequate pitches and the repertoire to continue developing as a starter."
27,15,812,,,$0.00,664719,Joshua,McMinn,Josh,Samuel,1996-04-29,RHP,OKLAHOMA CITY,Oklahoma,USA,Oklahoma City,OK,USA,Oral Roberts,4YR SR,USA,OK,76,205,R,R,Arizona Diamondbacks,,
27,16,813,,,$0.00,684933,Jaylen,Hubbard,Jaylen,Andre,1996-07-24,3B,MISSOURI CITY,Texas,USA,Missouri City,TX,USA,Texas State,4YR 5S,USA,TX,69,200,R,R,Washington Nationals,,
27,17,814,,,$0.00,689539,Samson,Abernathy,,James,1996-04-19,RHP,STOCKTON,California,USA,,,,University of the Pacific,4YR 5S,USA,CA,72,195,R,R,Pittsburgh Pirates,,
27,18,815,,,$0.00,687950,Mark,Lex,Eric,Eric,1995-11-01,RHP,REDDING,California,USA,Lake Zurich,IL,USA,Santa Clara University,4YR 5S,USA,CA,74,205,R,R,St. Louis Cardinals,,
27,19,816,,,$0.00,687697,Brock,Minich,Brock,Pierson,1996-09-29,P,JUPITER,Florida,USA,Providence,RI,USA,Nova Southeastern University,4YR SR,USA,FL,78,220,R,R,Seattle Mariners,,
27,20,817,,,$0.00,666301,Indigo,Diaz,Indigo,Dunham,1998-10-14,P,North Vancouver South Central,British Columbia,CAN,North Vancouver,BC,Canada,Michigan State,4YR JR,USA,MI,77,250,R,R,Atlanta Braves,,
27,21,818,,,$0.00,680730,Mitchell,Parker,Mitchell,James,1999-09-27,P,ALBUQUERQUE,New Mexico,USA,Albuquerque,NM,USA,San Jacinto College North,JC J1,USA,TX,76,195,L,L,Tampa Bay Rays,,"Parker, a 28th-round pick by the Cubs in the 2018 MLB Draft, is a lefty reliever type who can get hitters to chase his high-spin-rate fastball, which tops out at 93 mph, but the pitch tends to get hit when he leaves it in the zone. Improving his delivery could be an area of focus going forward."
27,22,819,,,$0.00,681494,Cameron,Enck,Cameron,,1997-01-19,P,ORLANDO,Florida,USA,Lancaster,PA,USA,Rollins College,4YR SR,USA,FL,76,225,R,R,Colorado Rockies,,
27,23,820,,,$0.00,683297,Landy,Pena,Landy,Julian,2001-11-06,SS,SAN JUAN,,PR,San Juan,,Puerto Rico,Leadership Christian Academy,HS SR,PR,,73,180,S,R,Cleveland Indians,,
27,24,821,,,$0.00,687648,Christopher,Brahms,Parker,Parker,1997-12-03,P,MOORPARK,California,USA,Los Angeles,CA,USA,Sacramento State,4YR JR,USA,CA,75,209,R,R,Los Angeles Dodgers,,
27,25,822,,,$0.00,681145,Cayne,Ueckert,Cayne,Levi,1996-05-28,RHP,JASPER,Texas,USA,Jasper,TX,USA,McNeese State,4YR SR,USA,LA,75,195,R,R,Chicago Cubs,,
27,26,823,,,$0.00,687718,Zane,Zurbrugg,Zane,Nathaniel,1997-06-14,CF,MOUNTLAKE TERRACE,Washington,USA,Bremerton,WA,USA,Shoreline CC,JC J2,USA,WA,76,195,R,R,Milwaukee Brewers,,
27,27,824,,,$0.00,689435,Gavin,Jones,,Hunter,1998-07-19,3B,KNOB NOSTER,Missouri,USA,,,,State Fair CC,JC J2,USA,MO,74,210,R,R,Oakland Athletics,,
